iter	Logloss
0	0.6177736291
1	0.5581359521
2	0.5064434171
3	0.4690986599
4	0.4349651593
5	0.4076926056
6	0.3827142416
7	0.3630466547
8	0.3441561712
9	0.3279814442
10	0.3133597609
11	0.2946138938
12	0.2861835155
13	0.2745149895
14	0.2659731809
15	0.2576221928
16	0.2509011923
17	0.2458368823
18	0.2382211044
19	0.2287766666
20	0.2254822906
21	0.2197059837
22	0.2131413344
23	0.2073852129
24	0.2016199565
25	0.1972181038
26	0.1928367102
27	0.1878178686
28	0.1842415985
29	0.1795819201
30	0.1742441152
31	0.1717635698
32	0.1674788094
33	0.1641863494
34	0.1618030018
35	0.1579454875
36	0.1553984843
37	0.1531656376
38	0.1506767786
39	0.147811137
40	0.1455618854
41	0.1428196997
42	0.1412523894
43	0.1380729077
44	0.1357563002
45	0.133617213
46	0.1312370129
47	0.1311323739
48	0.129101843
49	0.1265388968
50	0.1244656345
51	0.1231436195
52	0.1203933511
53	0.1186983339
54	0.1154427977
55	0.1124791714
56	0.1105463002
57	0.1084764763
58	0.1071707208
59	0.1047508171
60	0.1029136983
61	0.1013635028
62	0.09944103224
63	0.09716916619
64	0.09610245367
65	0.09518385575
66	0.09350437113
67	0.09115225103
68	0.08927469296
69	0.08730437617
70	0.08617863848
71	0.08450609045
72	0.08265137779
73	0.08136047911
74	0.08036243114
75	0.0788733307
76	0.07735333635
77	0.07652835247
78	0.07490986024
79	0.07382933441
80	0.07316923783
81	0.07201099823
82	0.07153138558
83	0.07023239991
84	0.06938006739
85	0.06848186014
86	0.06752805753
87	0.06691257408
88	0.06558183063
89	0.06475696649
90	0.06447764683
91	0.06334971526
92	0.06208007539
93	0.06110333755
94	0.05995312507
95	0.05928869632
96	0.05874655172
97	0.05759242618
98	0.05697961132
99	0.05633319119
100	0.05550806191
101	0.0548453053
102	0.05434818867
103	0.0535341528
104	0.05241854202
105	0.05141694877
106	0.0506048288
107	0.04989774559
108	0.04927488079
109	0.04882643576
110	0.04850470539
111	0.04799359582
112	0.04722013174
113	0.04662353362
114	0.04615138785
115	0.04561797172
116	0.04541185405
117	0.04482065723
118	0.04429686337
119	0.04332553111
120	0.04296782199
121	0.04240625322
122	0.04223239368
123	0.04192294134
124	0.04178817817
125	0.04134792277
126	0.04114335749
127	0.04061964061
128	0.03996399165
129	0.03937922679
130	0.0388196509
131	0.03826595529
132	0.03802215679
133	0.0376571604
134	0.03727436066
135	0.03694395741
136	0.03658146709
137	0.0361915212
138	0.03588969825
139	0.03548301817
140	0.03520566359
141	0.03476232905
142	0.0346741826
143	0.03422141824
144	0.033653657
145	0.0333590144
146	0.03292670485
147	0.03249555853
148	0.03226686059
149	0.03178863782
150	0.03151788626
151	0.03123899639
152	0.03110118404
153	0.03091668227
154	0.03086322305
155	0.03048667566
156	0.03014136002
157	0.0298822001
158	0.02950608891
159	0.02917526656
160	0.02885871725
161	0.02854038247
162	0.02825480406
163	0.02795476871
164	0.02771701513
165	0.02746197568
166	0.02718544006
167	0.02704170467
168	0.02680005728
169	0.02663599108
170	0.02640492606
171	0.02614776543
172	0.02602989043
173	0.02588571882
174	0.02560747044
175	0.02536640039
176	0.02512362185
177	0.02490501233
178	0.02465352884
179	0.024430523
180	0.02410353246
181	0.02389395077
182	0.02375318117
183	0.02357218191
184	0.02338552261
185	0.02322674225
186	0.02296698147
187	0.02277549179
188	0.02260796585
189	0.02239430859
190	0.02222245263
191	0.0220164376
192	0.02174546366
193	0.02164487026
194	0.02149319542
195	0.02134926116
196	0.02112953545
197	0.0209894052
198	0.02077368664
199	0.02060645578
200	0.020468374
201	0.02032915894
202	0.02018179487
203	0.02002680355
204	0.01991693642
205	0.01975615891
206	0.01967394192
207	0.01954650879
208	0.0193589001
209	0.01922237285
210	0.01909508727
211	0.01896842392
212	0.01887477994
213	0.01866057529
214	0.01852330178
215	0.0183921181
216	0.01830513274
217	0.01816166891
218	0.01812117196
219	0.01800751365
220	0.01792664913
221	0.0178575056
222	0.01774755615
223	0.01762952505
224	0.01752612944
225	0.01741457734
226	0.01729807298
227	0.01717374678
228	0.01709259786
229	0.01696034718
230	0.01683652241
231	0.01676588208
232	0.01669860421
233	0.0165474062
234	0.01644719342
235	0.01637214609
236	0.01621158668
237	0.01611166257
238	0.01605446563
239	0.01595780026
240	0.01587332952
241	0.01579260398
242	0.01569344858
243	0.01562022308
244	0.01554381687
245	0.01543611368
246	0.01535427624
247	0.0152162244
248	0.0151346799
249	0.01505697468
250	0.01495174442
251	0.0148926519
252	0.01480333046
253	0.01472907858
254	0.01463166908
255	0.01455404085
256	0.01451539673
257	0.0143970342
258	0.01433405962
259	0.01424133724
260	0.01420980719
261	0.01412105453
262	0.01406022893
263	0.01398790898
264	0.01388930633
265	0.0138525888
266	0.01382201669
267	0.01377830912
268	0.01371243716
269	0.01363682747
270	0.01358399797
271	0.01348763303
272	0.01343779179
273	0.01336746259
274	0.01328459342
275	0.01319842061
276	0.01309772885
277	0.01305912856
278	0.01296037409
279	0.01290019211
280	0.01284964844
281	0.01280272381
282	0.01275879171
283	0.01272276806
284	0.01264677882
285	0.01258019802
286	0.0125010933
287	0.01242875411
288	0.01239592826
289	0.01232370454
290	0.01226073851
291	0.01221911255
292	0.01217122463
293	0.01214761691
294	0.01209274536
295	0.01200236975
296	0.01198003003
297	0.01192444857
298	0.01186665505
299	0.01182472011
