iter	Logloss
0	0.6560216598
1	0.6215347055
2	0.5926467769
3	0.56009298
4	0.531267864
5	0.506879838
6	0.4883786807
7	0.4693029165
8	0.4517458547
9	0.4348604349
10	0.418547427
11	0.4058484846
12	0.3949685446
13	0.3845355497
14	0.3728121158
15	0.3618418448
16	0.350930892
17	0.342878244
18	0.335863592
19	0.327271502
20	0.3213123666
21	0.3132720566
22	0.3056630163
23	0.298252552
24	0.2916919435
25	0.2855543306
26	0.2791947409
27	0.2740928517
28	0.2690591305
29	0.2645740126
30	0.258425684
31	0.2543873043
32	0.2499014052
33	0.2462582096
34	0.2418593461
35	0.2373854312
36	0.2346833625
37	0.2312671011
38	0.2277601312
39	0.2252343855
40	0.2220578289
41	0.2197547901
42	0.2173165292
43	0.2138881347
44	0.2106473715
45	0.2066217005
46	0.2046173068
47	0.2013880741
48	0.1978920131
49	0.1957854527
50	0.1930803005
51	0.190301715
52	0.1882119685
53	0.1851213179
54	0.1824633432
55	0.1798074992
56	0.1779627421
57	0.1760501039
58	0.1736442718
59	0.1715187112
60	0.1693486869
61	0.1673314321
62	0.1646596382
63	0.1626780638
64	0.1611865862
65	0.1605549092
66	0.1583686284
67	0.1571448177
68	0.1547498763
69	0.1536304991
70	0.1514937747
71	0.1499918048
72	0.1484409697
73	0.1463709454
74	0.1451264879
75	0.1441253063
76	0.142346518
77	0.1403831996
78	0.1392052991
79	0.1374471846
80	0.1368847743
81	0.1356681554
82	0.1350713617
83	0.1338530076
84	0.1327385045
85	0.1311784731
86	0.1294739397
87	0.128552375
88	0.1269802624
89	0.1254191664
90	0.1248051267
91	0.123452648
92	0.1225703471
93	0.1216722091
94	0.1209750057
95	0.119519615
96	0.1181585512
97	0.1171897122
98	0.1158422243
99	0.1150479297
100	0.114192961
101	0.113152052
102	0.1122377086
103	0.1108815937
104	0.1092931218
105	0.1084432951
106	0.1078748029
107	0.1068026181
108	0.1057763767
109	0.1045010911
110	0.1036378657
111	0.1026414089
112	0.1014759199
113	0.100823271
114	0.09965315632
115	0.09891681749
116	0.09790152975
117	0.09707554428
118	0.09634454644
119	0.09528362918
120	0.0946428967
121	0.09370849697
122	0.09279193191
123	0.09195950129
124	0.09071399712
125	0.08982886516
126	0.08874502619
127	0.08789776616
128	0.08746769613
129	0.08654158458
130	0.0860147658
131	0.08547431863
132	0.08485143961
133	0.08386454543
134	0.08328003802
135	0.08238288733
136	0.08163941134
137	0.08094123626
138	0.08044178732
139	0.0140	0.09424140	0.0141	0.09323141	0.07789695872
142	0.07729160898
143	0.07673144034
144	0.0760055047
145	0.07540277206
146	0.07495001933
147	0.07481076717
148	0.07447597195
149	0.150	0.087653150	0151	0.0868743151	0.07271549488
152	0.0721038222
153	0.07116700398
154	0.07040473687
155	0.06938852124
156	0.06873212567
157	0.06785345447
158	0.159	0.079131159	0.160	0.078565160	0.161	0.077690161	0162	0.0771125162	0163	0.07704163	0.0164	0.07635164	0.0165	0.07623165	0.0166	0.07561166	0.0167	0.07537167	0.0168	0.07453168	0.169	0.073875169	0.170	0.073022170	0.171	0.072546171	0.172	0.071685172	0.173	0.071674173	0.174	0.0715174	0.05175	0.0709175	0.05176	0.0705176	0.0177	0.0700177	0.05178	0.0694178	0.05179	0.0689179	0.05180	0.0683180	0.05181	0.0679181	0.05182	0.0675182	0.05183	0.06688262731
184	0.066184	0.054185	0.06618775523
186	0.06547596354
187	0.06493630323
188	0.06188	0.0526189	0.06378796367
190	0.06359766764
191	0.0631582162
192	0.06314086319
193	0.06264653977
194	0.06214695284
195	0.06196717421
196	0.06142335168
197	0.06105015439
198	0.060582638
199	0.06013924541
200	0.0597200	0.04201	0.0593201	0.04202	0.0589202	0.04203	0.0585203	0.04204	0.0581204	0.04205	0.0576205	0.04206	0.0571206	0.04207	0.0565207	0.04208	0.0563208	0.04209	0.0561209	0.04210	0.0560210	0.04211	0.0559211	0.04212	0.0556212	0.04213	0.0555213	0.04214	0.0552214	0.04215	0.0549215	0.04216	0.0543216	0.04217	0.0539217	0.04232028852
218	0.04210928412
219	0.04185959599
220	0.04159853674
221	0.04127789669
222	0.04102342109
223	0.04077571312
224	0.04043412642
225	0.04025525638
226	0.04000229587
227	0.03970597082
228	0.03937688354
229	0.03912559749
230	0.03879731015
231	0.03854140797
232	0.03827643841
233	0.03805170712
234	0.03780564889
235	0.03758956626
236	0.0373534665
237	0.03718983357
238	0.03699101062
239	0.03672612844
240	0.03646904093
241	0.03627605843
242	0.03608913671
243	0.03585015378
244	0.03562059742
245	0.03537363285
246	0.03516192243
247	0.03503683684
248	0.03484070796
249	0.03460230894
250	0.03452503397
251	0.03433852733
252	0.03414957431
253	0.0340571488
254	0.03255	0.0454255	0.03256	0.0453256	0.03257	0.0451257	0.03258	0.0447258	0.03259	0.0444259	0.03260	0.0443260	0.03261	0.0441261	0.03262	0.0439262	0.03263	0.043263	0.03218879529
264	0.032265	0.043265	0.031266	0.043266	0.031267	0.043267	0.031268	0.043268	0.031269	0.042269	0.031270	0.042270	0.031271	0.042271	0.030272	0.042272	0.03273	0.0420273	0.03274	0.0420274	0.03275	0.04172569788
276	0.04153737559
277	0.04143248519
278	0.0410668948
279	0.0408838526
280	0.0407124806
281	0.04065776438
282	0.04031445711
283	0.04010482276
284	0.04005079368
285	0.03983053003
286	0.0394830833
287	0.03931469674
288	0.039088089
289	0.03906638631
290	0.03903668073
291	0.03902086224
292	0.03899738698
293	0.03872817944
294	0.038703316
295	0.0384812893
296	0.03839767949
297	0.03822999231
298	0.03798597609
299	0.03795705243
299	0.02670997089

